deptid	subject_dept	acad_dept	dept_group	div	subject
420000	School of Music, Theatre and Dance	Music, Theatre & Dance	SCHOOL_MUSIC	H	TRUM
420000	School of Music, Theatre and Dance	Music, Theatre & Dance	SCHOOL_MUSIC	H	ENS
420000	School of Music, Theatre and Dance	Music, Theatre & Dance	SCHOOL_MUSIC	H	PIANOLP
420000	School of Music, Theatre and Dance	Music, Theatre & Dance	SCHOOL_MUSIC	H	GUITAR
420000	School of Music, Theatre and Dance	Music, Theatre & Dance	SCHOOL_MUSIC	H	MUSPERF
420000	School of Music, Theatre and Dance	Music, Theatre & Dance	SCHOOL_MUSIC	H	BARFLUTE
420000	School of Music, Theatre and Dance	Music, Theatre & Dance	SCHOOL_MUSIC	H	PERCUSS
420000	School of Music, Theatre and Dance	Music, Theatre & Dance	SCHOOL_MUSIC	H	VOICELIT
420000	School of Music, Theatre and Dance	Music, Theatre & Dance	SCHOOL_MUSIC	H	CLARINET
420000	School of Music, Theatre and Dance	Music, Theatre & Dance	SCHOOL_MUSIC	H	BASSOON
420000	School of Music, Theatre and Dance	Music, Theatre & Dance	SCHOOL_MUSIC	H	VOICE
420000	School of Music, Theatre and Dance	Music, Theatre & Dance	SCHOOL_MUSIC	H	ARTSADMN
420000	School of Music, Theatre and Dance	Music, Theatre & Dance	SCHOOL_MUSIC	H	CRLLNLIT
420000	School of Music, Theatre and Dance	Music, Theatre & Dance	SCHOOL_MUSIC	H	PIANO
420000	School of Music, Theatre and Dance	Music, Theatre & Dance	SCHOOL_MUSIC	H	EUPHBARI
420000	School of Music, Theatre and Dance	Music, Theatre & Dance	SCHOOL_MUSIC	H	TROMBONE
420000	School of Music, Theatre and Dance	Music, Theatre & Dance	SCHOOL_MUSIC	H	VDAGAMBA
420000	School of Music, Theatre and Dance	Music, Theatre & Dance	SCHOOL_MUSIC	H	FLUTE
420000	School of Music, Theatre and Dance	Music, Theatre & Dance	SCHOOL_MUSIC	H	BARCELLO
420000	School of Music, Theatre and Dance	Music, Theatre & Dance	SCHOOL_MUSIC	H	RECORDER
420000	School of Music, Theatre and Dance	Music, Theatre & Dance	SCHOOL_MUSIC	H	BAROBOE
420000	School of Music, Theatre and Dance	Music, Theatre & Dance	SCHOOL_MUSIC	H	HARPSCH
420000	School of Music, Theatre and Dance	Music, Theatre & Dance	SCHOOL_MUSIC	H	BAROQVIO
420000	School of Music, Theatre and Dance	Music, Theatre & Dance	SCHOOL_MUSIC	H	ORGANLIT
420000	School of Music, Theatre and Dance	Music, Theatre & Dance	SCHOOL_MUSIC	H	MUSED
420000	School of Music, Theatre and Dance	Music, Theatre & Dance	SCHOOL_MUSIC	H	CONDUCT
420000	School of Music, Theatre and Dance	Music, Theatre & Dance	SCHOOL_MUSIC	H	CORNETTO
420000	School of Music, Theatre and Dance	Music, Theatre & Dance	SCHOOL_MUSIC	H	STRNGLIT
420000	School of Music, Theatre and Dance	Music, Theatre & Dance	SCHOOL_MUSIC	H	STRINGS
420000	School of Music, Theatre and Dance	Music, Theatre & Dance	SCHOOL_MUSIC	H	FPIANO
420000	School of Music, Theatre and Dance	Music, Theatre & Dance	SCHOOL_MUSIC	H	CARILLON
420000	School of Music, Theatre and Dance	Music, Theatre & Dance	SCHOOL_MUSIC	H	CRUMHORN
420000	School of Music, Theatre and Dance	Music, Theatre & Dance	SCHOOL_MUSIC	H	VIOLIN
420000	School of Music, Theatre and Dance	Music, Theatre & Dance	SCHOOL_MUSIC	H	COMPOLIT
420000	School of Music, Theatre and Dance	Music, Theatre & Dance	SCHOOL_MUSIC	H	EVOCPRAC
420000	School of Music, Theatre and Dance	Music, Theatre & Dance	SCHOOL_MUSIC	H	COMP
420000	School of Music, Theatre and Dance	Music, Theatre & Dance	SCHOOL_MUSIC	H	MUSTHTRE
420000	School of Music, Theatre and Dance	Music, Theatre & Dance	SCHOOL_MUSIC	H	MUSIC
420000	School of Music, Theatre and Dance	Music, Theatre & Dance	SCHOOL_MUSIC	H	WINDPERC
420000	School of Music, Theatre and Dance	Music, Theatre & Dance	SCHOOL_MUSIC	H	STDEXCH
420000	School of Music, Theatre and Dance	Music, Theatre & Dance	SCHOOL_MUSIC	H	MUSICOL
420000	School of Music, Theatre and Dance	Music, Theatre & Dance	SCHOOL_MUSIC	H	HARP
420000	School of Music, Theatre and Dance	Music, Theatre & Dance	SCHOOL_MUSIC	H	DBLBASS
420000	School of Music, Theatre and Dance	Music, Theatre & Dance	SCHOOL_MUSIC	H	JAZZ
420000	School of Music, Theatre and Dance	Music, Theatre & Dance	SCHOOL_MUSIC	H	CHURCHMU
420000	School of Music, Theatre and Dance	Music, Theatre & Dance	SCHOOL_MUSIC	H	WKSHOPS
420000	School of Music, Theatre and Dance	Music, Theatre & Dance	SCHOOL_MUSIC	H	PAT
431500	Department Of Dance	Music, Theatre & Dance	SCHOOL_MUSIC	H	DANCE
433000	Theatre And Drama	Music, Theatre & Dance	SCHOOL_MUSIC	H	THTREMUS
435000	Sch Of Nat Resources & Environ	Literature, Science & the Arts	SCHOOL_NAT_RES_ENVIR	S	NRE
435000	Sch Of Nat Resources & Environ	Literature, Science & the Arts	SCHOOL_NAT_RES_ENVIR	S	NRPOLEC
435000	Sch Of Nat Resources & Environ	Literature, Science & the Arts	SCHOOL_NAT_RES_ENVIR	S	NRMGMT
435000	Sch Of Nat Resources & Environ	Literature, Science & the Arts	SCHOOL_NAT_RES_ENVIR	S	NRRESPL
435000	Sch Of Nat Resources & Environ	Literature, Science & the Arts	SCHOOL_NAT_RES_ENVIR	S	NRINDI
435000	Sch Of Nat Resources & Environ	Literature, Science & the Arts	SCHOOL_NAT_RES_ENVIR	S	NRPLANTS
435000	Sch Of Nat Resources & Environ	Literature, Science & the Arts	SCHOOL_NAT_RES_ENVIR	S	NRBECOM
435000	Sch Of Nat Resources & Environ	Literature, Science & the Arts	SCHOOL_NAT_RES_ENVIR	S	NRECOL
435000	Sch Of Nat Resources & Environ	Literature, Science & the Arts	SCHOOL_NAT_RES_ENVIR	S	UTEP
435000	Sch Of Nat Resources & Environ	Literature, Science & the Arts	SCHOOL_NAT_RES_ENVIR	S	NRANMAQ
435000	Sch Of Nat Resources & Environ	Literature, Science & the Arts	SCHOOL_NAT_RES_ENVIR	S	NRINTRO
435000	Sch Of Nat Resources & Environ	Literature, Science & the Arts	SCHOOL_NAT_RES_ENVIR	S	NRLA
435000	Sch Of Nat Resources & Environ	Literature, Science & the Arts	SCHOOL_NAT_RES_ENVIR	S	NRANLYTC
440000	School Of Nursing	Nursing	SCHOOL_NURSING	P	NURS
440000	School Of Nursing	Nursing	SCHOOL_NURSING	P	PNE
440000	School Of Nursing	Nursing	SCHOOL_NURSING	P	NSC
440000	School Of Nursing	Nursing	SCHOOL_NURSING	P	HS
445000	College Of Pharmacy	Pharmacy	COLLEGE_PHARMACY	P	PHARMSCI
445000	College Of Pharmacy	Pharmacy	COLLEGE_PHARMACY	P	PHARMCEU
445000	College Of Pharmacy	Pharmacy	COLLEGE_PHARMACY	P	PHARMACY
445000	College Of Pharmacy	Pharmacy	COLLEGE_PHARMACY	P	SOCADMIN
445000	College Of Pharmacy	Pharmacy	COLLEGE_PHARMACY	P	PHARMCHM
445000	College Of Pharmacy	Pharmacy	COLLEGE_PHARMACY	P	PHARMCOG
445000	College Of Pharmacy	Pharmacy	COLLEGE_PHARMACY	P	MEDCHEM
445000	College Of Pharmacy	Pharmacy	COLLEGE_PHARMACY	P	HOSPPHAR
445000	College Of Pharmacy	Pharmacy	COLLEGE_PHARMACY	P	PHARMADM
450000	School Of Kinesiology	Kinesiology	SCHOOL_KINESIOLOGY	S	KINSTUDY
450000	School Of Kinesiology	Kinesiology	SCHOOL_KINESIOLOGY	S	HF
450000	School Of Kinesiology	Kinesiology	SCHOOL_KINESIOLOGY	S	PHYSED
450000	School Of Kinesiology	Kinesiology	SCHOOL_KINESIOLOGY	S	PHYSEDUC
450000	School Of Kinesiology	Kinesiology	SCHOOL_KINESIOLOGY	S	AT
450000	School Of Kinesiology	Kinesiology	SCHOOL_KINESIOLOGY	S	MOVESCI
450000	School Of Kinesiology	Kinesiology	SCHOOL_KINESIOLOGY	S	SM
450000	School Of Kinesiology	Kinesiology	SCHOOL_KINESIOLOGY	S	SPTMGMTC
450000	School Of Kinesiology	Kinesiology	SCHOOL_KINESIOLOGY	S	KINESLGY
450000-SR	U-Move	Kinesiology	 	O	UMOVE
455000	School Of Public Health	Public Health	SCHOOL_PUB_HEALTH	SS	CHLFHLT
455000	School Of Public Health	Public Health	SCHOOL_PUB_HEALTH	SS	HLTGERON
455000	School Of Public Health	Public Health	SCHOOL_PUB_HEALTH	SS	POPINTH
455000	School Of Public Health	Public Health	SCHOOL_PUB_HEALTH	SS	TOXICOL
455000	School Of Public Health	Public Health	SCHOOL_PUB_HEALTH	SS	PHPOLAD
455000	School Of Public Health	Public Health	SCHOOL_PUB_HEALTH	SS	PUBHLTH
455000	School Of Public Health	Public Health	SCHOOL_PUB_HEALTH	SS	COMMMNTL
455000	School Of Public Health	Public Health	SCHOOL_PUB_HEALTH	SS	DENTPH
455000	School Of Public Health	Public Health	SCHOOL_PUB_HEALTH	SS	HUMNNUTR
455000	School Of Public Health	Public Health	SCHOOL_PUB_HEALTH	SS	HOSPAD
455000	School Of Public Health	Public Health	SCHOOL_PUB_HEALTH	SS	MTRNCHLD
455000	School Of Public Health	Public Health	SCHOOL_PUB_HEALTH	SS	MEDCARE
455200	Health Management And Policy	Public Health	SCHOOL_PUB_HEALTH	SS	HMP
455200	Health Management And Policy	Public Health	SCHOOL_PUB_HEALTH	SS	HLTSRVMP
456000	Biostatistics Department	Public Health	SCHOOL_PUB_HEALTH	S	BIOSTAT
457500	Environmental Health Sciences	Public Health	SCHOOL_PUB_HEALTH	S	EHS
457500	Environmental Health Sciences	Public Health	SCHOOL_PUB_HEALTH	S	EIHLTH
457500	Environmental Health Sciences	Public Health	SCHOOL_PUB_HEALTH	S	NUTR
458000	Epidemiology Department	Public Health	SCHOOL_PUB_HEALTH	S	EPID
458300	Health Behavior & Health Education Department	Public Health	SCHOOL_PUB_HEALTH	SS	HBEHED
464000	School Of Public Policy	Public Policy	SCHOOL_PUB_POLICY	SS	PUBPOL
465000	School Of Social Work	Social Work	SCHOOL_SOCIAL_WORK	SS	FOS
465000	School Of Social Work	Social Work	SCHOOL_SOCIAL_WORK	SS	SOCWELF
465000	School Of Social Work	Social Work	SCHOOL_SOCIAL_WORK	SS	AG
465000	School Of Social Work	Social Work	SCHOOL_SOCIAL_WORK	SS	HB
465000	School Of Social Work	Social Work	SCHOOL_SOCIAL_WORK	SS	INTP
465000	School Of Social Work	Social Work	SCHOOL_SOCIAL_WORK	SS	POLPLAN
465000	School Of Social Work	Social Work	SCHOOL_SOCIAL_WORK	SS	DOC
465000	School Of Social Work	Social Work	SCHOOL_SOCIAL_WORK	SS	HLTH
465000	School Of Social Work	Social Work	SCHOOL_SOCIAL_WORK	SS	EVAL
465000	School Of Social Work	Social Work	SCHOOL_SOCIAL_WORK	SS	RES
465000	School Of Social Work	Social Work	SCHOOL_SOCIAL_WORK	SS	COMORG
465000	School Of Social Work	Social Work	SCHOOL_SOCIAL_WORK	SS	IP
465000	School Of Social Work	Social Work	SCHOOL_SOCIAL_WORK	SS	SWPS
465000	School Of Social Work	Social Work	SCHOOL_SOCIAL_WORK	SS	ADMIN
465000	School Of Social Work	Social Work	SCHOOL_SOCIAL_WORK	SS	CHLDY
465000	School Of Social Work	Social Work	SCHOOL_SOCIAL_WORK	SS	MHS
465000	School Of Social Work	Social Work	SCHOOL_SOCIAL_WORK	SS	ADELD
465000	School Of Social Work	Social Work	SCHOOL_SOCIAL_WORK	SS	SOCWK
465000	School Of Social Work	Social Work	SCHOOL_SOCIAL_WORK	SS	MHLTH
465000	School Of Social Work	Social Work	SCHOOL_SOCIAL_WORK	SS	UNDG
465000	School Of Social Work	Social Work	SCHOOL_SOCIAL_WORK	SS	P&E
465000	School Of Social Work	Social Work	SCHOOL_SOCIAL_WORK	SS	SW
465000	School Of Social Work	Social Work	SCHOOL_SOCIAL_WORK	SS	SPEC
465000	School Of Social Work	Social Work	SCHOOL_SOCIAL_WORK	SS	CSS
490000	Graduate School	Rackham	RACKHAM_GRAD_SCHOOL	O	CHEMBIO
490000	Graduate School	Rackham	RACKHAM_GRAD_SCHOOL	O	RACKHAM
490000	Graduate School	Rackham	RACKHAM_GRAD_SCHOOL	O	MSP
513200	Museum of Art	Literature, Science & the Arts	VP_ACAD_GRAD_STUDY	H	MUSPRACT
517500	Registrar's Office	Literature, Science & the Arts	AVP_ENROLL_MGMT	O	DEDK
517500	Registrar's Office	Literature, Science & the Arts	AVP_ENROLL_MGMT	O	DANTHRO
517500	Registrar's Office	Literature, Science & the Arts	AVP_ENROLL_MGMT	O	DANTHR
517500	Registrar's Office	Literature, Science & the Arts	AVP_ENROLL_MGMT	O	DLIBLSTD
517500	Registrar's Office	Literature, Science & the Arts	AVP_ENROLL_MGMT	O	FMATH
517500	Registrar's Office	Literature, Science & the Arts	AVP_ENROLL_MGMT	O	DCOMM
517500	Registrar's Office	Literature, Science & the Arts	AVP_ENROLL_MGMT	O	DSPEECH
517500	Registrar's Office	Literature, Science & the Arts	AVP_ENROLL_MGMT	O	DHUM
517500	Registrar's Office	Literature, Science & the Arts	AVP_ENROLL_MGMT	O	DOPERMGT
517500	Registrar's Office	Literature, Science & the Arts	AVP_ENROLL_MGMT	O	DHISTART
517500	Registrar's Office	Literature, Science & the Arts	AVP_ENROLL_MGMT	O	DHIST
517500	Registrar's Office	Literature, Science & the Arts	AVP_ENROLL_MGMT	O	DEDB
517500	Registrar's Office	Literature, Science & the Arts	AVP_ENROLL_MGMT	O	DPROFED
517500	Registrar's Office	Literature, Science & the Arts	AVP_ENROLL_MGMT	O	DPSYCH
517500	Registrar's Office	Literature, Science & the Arts	AVP_ENROLL_MGMT	O	DJOURN
517500	Registrar's Office	Literature, Science & the Arts	AVP_ENROLL_MGMT	O	DSOCSCI
517500	Registrar's Office	Literature, Science & the Arts	AVP_ENROLL_MGMT	O	DELCOMP
517500	Registrar's Office	Literature, Science & the Arts	AVP_ENROLL_MGMT	O	DMUSTHY
517500	Registrar's Office	Literature, Science & the Arts	AVP_ENROLL_MGMT	O	DSTAT
517500	Registrar's Office	Literature, Science & the Arts	AVP_ENROLL_MGMT	O	CIC
517500	Registrar's Office	Literature, Science & the Arts	AVP_ENROLL_MGMT	O	DBUSECON
517500	Registrar's Office	Literature, Science & the Arts	AVP_ENROLL_MGMT	O	DNATSCI
517500	Registrar's Office	Literature, Science & the Arts	AVP_ENROLL_MGMT	O	DFORLANG
517500	Registrar's Office	Literature, Science & the Arts	AVP_ENROLL_MGMT	O	DPOLSCI
517500	Registrar's Office	Literature, Science & the Arts	AVP_ENROLL_MGMT	O	FPUBADM
517500	Registrar's Office	Literature, Science & the Arts	AVP_ENROLL_MGMT	O	DACCTG
517500	Registrar's Office	Literature, Science & the Arts	AVP_ENROLL_MGMT	O	CLASSTD
517500	Registrar's Office	Literature, Science & the Arts	AVP_ENROLL_MGMT	O	DPUBADM
517500	Registrar's Office	Literature, Science & the Arts	AVP_ENROLL_MGMT	O	FECON
517500	Registrar's Office	Literature, Science & the Arts	AVP_ENROLL_MGMT	O	DSOC
517500	Registrar's Office	Literature, Science & the Arts	AVP_ENROLL_MGMT	O	DEDN
517500	Registrar's Office	Literature, Science & the Arts	AVP_ENROLL_MGMT	O	DMKTG
517500	Registrar's Office	Literature, Science & the Arts	AVP_ENROLL_MGMT	O	DEM
517500	Registrar's Office	Literature, Science & the Arts	AVP_ENROLL_MGMT	O	DENGIN
517500	Registrar's Office	Literature, Science & the Arts	AVP_ENROLL_MGMT	O	DBUSAD
517500	Registrar's Office	Literature, Science & the Arts	AVP_ENROLL_MGMT	O	DPHIL
517500	Registrar's Office	Literature, Science & the Arts	AVP_ENROLL_MGMT	O	DCOMPMAT
517500	Registrar's Office	Literature, Science & the Arts	AVP_ENROLL_MGMT	O	DPHYSICS
517500	Registrar's Office	Literature, Science & the Arts	AVP_ENROLL_MGMT	O	DEDA
517500	Registrar's Office	Literature, Science & the Arts	AVP_ENROLL_MGMT	O	DISE
517500	Registrar's Office	Literature, Science & the Arts	AVP_ENROLL_MGMT	O	FSOC
517500	Registrar's Office	Literature, Science & the Arts	AVP_ENROLL_MGMT	O	DEDD
517500	Registrar's Office	Literature, Science & the Arts	AVP_ENROLL_MGMT	O	FSPEECH
517500	Registrar's Office	Literature, Science & the Arts	AVP_ENROLL_MGMT	O	FHLTHC
517500	Registrar's Office	Literature, Science & the Arts	AVP_ENROLL_MGMT	O	DFINANCE
517500	Registrar's Office	Literature, Science & the Arts	AVP_ENROLL_MGMT	O	DBIOL
517500	Registrar's Office	Literature, Science & the Arts	AVP_ENROLL_MGMT	O	DMIS
517500	Registrar's Office	Literature, Science & the Arts	AVP_ENROLL_MGMT	O	DINTRDIS
517500	Registrar's Office	Literature, Science & the Arts	AVP_ENROLL_MGMT	O	DART
517500	Registrar's Office	Literature, Science & the Arts	AVP_ENROLL_MGMT	O	DEDC
517500	Registrar's Office	Literature, Science & the Arts	AVP_ENROLL_MGMT	O	FAMCULT
517500	Registrar's Office	Literature, Science & the Arts	AVP_ENROLL_MGMT	O	DENVSC
517500	Registrar's Office	Literature, Science & the Arts	AVP_ENROLL_MGMT	O	DCPTINFO
517500	Registrar's Office	Literature, Science & the Arts	AVP_ENROLL_MGMT	O	DAUTOENG
517500	Registrar's Office	Literature, Science & the Arts	AVP_ENROLL_MGMT	O	FBUSAD
517500	Registrar's Office	Literature, Science & the Arts	AVP_ENROLL_MGMT	O	PGMGMT
517500	Registrar's Office	Literature, Science & the Arts	AVP_ENROLL_MGMT	O	FANTHR
517500	Registrar's Office	Literature, Science & the Arts	AVP_ENROLL_MGMT	O	DMATH
517500	Registrar's Office	Literature, Science & the Arts	AVP_ENROLL_MGMT	O	DEXPL
517500	Registrar's Office	Literature, Science & the Arts	AVP_ENROLL_MGMT	O	DMGT
517500	Registrar's Office	Literature, Science & the Arts	AVP_ENROLL_MGMT	O	DMECHENG
550400	Program Study of Complex Systems	Literature, Science & the Arts	COLLEGE_OF_LSA	S	CMPLXSYS
554000	Biophysics Research Division	Literature, Science & the Arts	COLLEGE_OF_LSA	S	BIOPHYS
585154	SRC-PSM Graduate Program	Literature, Science & the Arts	INST_SOC_RESEARCH	O	SURVMETH
